Date;Localisation;ESR;Type
21/11/2014;Bourget Triage;non;Collision entre trains ou éléments de trains
21/11/2014;Noisy faisceau banlieue;non;Franchissement de signal
16/11/2014;Le Plant Champigny;oui;Acte de malveillance
27/11/2014;Lyon Vaise;non;Collision entre trains ou éléments de trains
07/08/2017;TOURS;non;Accident du travail
08/07/2017;MIRAMAS;non;Défaut ayant conduit à un risque grave
14/06/2017;ANGERVILLE;oui;Erreur de procédure
06/06/2017;CAVAILLON;non;Mise en œuvre de travaux en dehors du domaine fermé
26/06/2017;LYON;non;Départ sans autorisation
22/06/2017;NEUVY SUR LOIRE;non;Engagement intempestif d’une circulation sur une voie protégée
24/06/2017;BETTEMBOURG;oui;Dépassement de vitesse supérieur à 40km/h
26/06/2017;CLAYE-SOUILLY;non;Incident de frein
05/06/2017;MARSEILLE;non;Franchissement de signal
05/06/2017;HENDAYE;non;Déraillement
20/06/2017;HENDAYE;non;Incident caténaire
22/06/2017;Paris-Rive-Gauche;non;Accident du travail
09/05/2017;RIXHEIM;non;Erreur de procédure
24/05/2017;ALLIBAUDIERES;oui;Déraillement
24/05/2017;BUZY EN BEARN;oui;Incendie dans un train
10/05/2017;BIOT;oui;Erreur de procédure
15/05/2017;VIERZON;non;Engagement intempestif d’une circulation sur une voie protégée
19/05/2017;GEVREY;non;Talonnage d’aiguille ou bivoie
27/05/2017;SAINT GERMAIN LA MONTAGNE;oui;Porte ouverte en ligne
10/05/2017;ECULLY LA DEMI LUNE;non;Franchissement de signal
05/05/2017;LA ROCHELLE;non;Collision contre un obstacle à un passage à niveau
12/05/2017;SAINT JORY;non;Incident caténaire
30/11/2017;PARIS SAINT LAZARE;non;Réception intempestive sur voie occupée
21/11/2017;ETIVAL CLAIREFONTAINE;oui;Erreur de procédure
26/11/2017;ORLEANS;oui;Talonnage d’aiguille ou bivoie
29/11/2017;ENTRE TARARE et ROANNE;non;Erreur de procédure
04/12/2017;BONNIERES;oui;Porte ouverte en ligne
07/11/2017;TOURS;oui;Défaut géométrie voie
06/11/2017;INFRAPOLE RHODANIEN;non;Accident du travail
11/12/2017;BRIANCON;oui;Déraillement
04/11/2017;MURAT;oui;Dépassement de vitesse supérieur à 40km/h
29/11/2017;NANCY;oui;Non conformité du matériel roulant
11/04/2017;MIRIBEL;non;Dégagement intempestif du domaine fermé
25/04/2017;VICHY;oui;Mise en œuvre de travaux en dehors du domaine fermé
02/05/2017;ARLES;non;Dérive
24/04/2017;NIMES;non;Déraillement
12/04/2017;CHAMBERY;non;Incident caténaire
23/04/2017;THERVAY;non;Collision
27/04/2017;SAINT ROCH;non;Perte d’organe du matériel roulant
26/04/2017;ENTRE ROQUEFORT ET MONT DE MARSAN;oui;Déraillement
11/04/2017;BUSSURELLE;non;Electrisation
19/04/2017;NARBONNE;non;Matières dangereuses
30/04/2018;PORT LA NOUVELLE;oui;Dérive
16/04/2018;LOISON SOUS LENS;oui;Défaillance voie
03/05/2018;LA ROCHE SUR YON;oui;Défaut géométrie voie
07/07/2016;Lens;oui;Franchissement de signal
21/06/2016;Entre Puyoo et le tunnel de Habbas;non;Erreur de procédure
15/06/2016;Entre Pont-Sainte-Maxence et Compiègne;non;Porte ouverte en ligne
15/06/2016;Seurre;non;Déraillement sans engagement de la voie principale
04/07/2016;Vaucresson;non;Accident de personne
20/06/2016;Brive;non;Non mise en protection
01/07/2016;Maisons Alfort Alfortville;non;Porte ouverte en ligne
20/06/2016;Embranchement Tavaux-Solvay;non;Collision par prise en écharpe
28/06/2016;Entre Agonac et Château l'Eveque;non;Défaut géométrie voie
29/06/2016;Lyon Part Dieu;non;Dégagement de fumée sur matériel roulant
23/08/2016;Lyon Saint Clair;non;Dégagement intempestif du domaine fermé
25/08/2016;ANSE;oui;Expédition sans ordre
14/09/2016;LONGUEVILLE;oui;Expédition sans ordre
05/09/2016;MAINTENON;oui;Arrêt hors de quai de tout ou partie d’un train de voyageurs
26/08/2016;CHARTRES;oui;Expédition sans ordre
29/08/2016;LUTTERBACH;oui;Pénétration intempestive sur domaine fermé
08/09/2016;Entre ANGOULEME et LIMOGES;non;Mise en œuvre de travaux en dehors du domaine fermé
14/09/2016;VEZENOBRES;oui;Défaillance d'ouvrage
29/08/2016;HENDAYE;non;Collision avec enfoncement de heurtoir
27/08/2016;Bordeaux;non;Insuffisance de freinage
14/01/2017;MONTIGNY BEAUCHAMPS;non;Déraillement
17/01/2017;LE HAVRE;oui;Collision entre trains ou éléments de trains
24/01/2017;SAINT-PIERRE DES CORPS;oui;Collision entre trains ou éléments de trains
01/02/2017;ENTRE CLAVEYSON ET VALENCE TGV;oui;Erreur de procédure
17/01/2017;GRETZ;oui;Quasi accident de travail
23/01/2017;LOURDES;non;Ouverture par un tiers d’une porte en marche
16/01/2017;PARIS AUSTERLITZ;non;Départ sans autorisation
20/01/2017;GRAVESON;non;Boîte chaude
31/01/2017;REDON;non;Départ sans autorisation
31/01/2017;BRIVE;non;Frein serré
13/12/2016;ENTRE BEILLANT ET SAINT MARIENS;oui;Défaillance voie
23/11/2016;PELTRE;oui;Expédition sans ordre
04/01/2017;NANTES;non;Déraillement
29/12/2016;AGEN;non;Engagement de gabarit suite à désemparement de pièce
22/11/2016;MOLSHEIM;non;Engagement intempestif d’une circulation sous caténaire consignée
06/01/2017;HENDAYE;non;Incident caténaire
10/01/2017;ACHERES;oui;Incident grave
11/12/2016;PARIS BERCY CONFLANS;non;Accostage brutal
26/11/2016;MARSEILLE;non;Incident caténaire
23/11/2016;BOIS-COLOMBES;non;Collision avec enfoncement de heurtoir
18/07/2016;Paris Bercy;non;Franchissement de signal
19/07/2016;Mulhouse-Nord;non;Franchissement de signal
11/07/2016;Dole Ville;non;Déraillement
05/04/2016;Gadagne;oui;Incident grave de signalisation
11/07/2016;Gare de Bois-Colombes;non;Franchissement de signal
12/07/2016;Châlons-sur-Saône;non;Franchissement de signal
18/07/2016;Perrigny;non;Réception intempestive sur voie occupée
06/07/2016;Nîmes;non;Erreur de procédure
20/07/2016;Entre Vallentigny et Vitry le François;oui;Défaut géométrie voie
18/07/2016;Dijon Ville;non;Départ sans autorisation
22/11/2016;VERSAILLES CHANTIER;oui;Franchissement de signal
26/11/2016;ENTRE AIX LES BAINS ET CULOZ;oui;Incident grave de passage à niveau
12/11/2016;SOMAIN;non;Erreur de procédure
03/11/2016;VERNON GIVERGNY;non;Porte ouverte en ligne
18/11/2016;MONSOULT-MAFFLIERS;non;Expédition sans ordre
19/11/2015;Gare de Paris Saint Lazare;non;Dérive
22/11/2015;Béziers;non;Reception sur voie non-electrifiée
21/01/2016;Entre Noisy-le-Sec et Gare de Paris Est;oui;Dépassement de vitesse supérieur à 40km/h
28/01/2016;La Chapelle - Paris Nord;non;Talonnage d’aiguille ou bivoie
31/01/2016;Entre Paris Saint Lazare et Mantes la Jolie;non;Erreur de procédure
21/12/2015;Saint Florentin;non;Déraillement
29/01/2016;Vallorcine;oui;Erreur grave de procédure
06/02/2016;Clermont de l'Oise;non;Mise en œuvre de travaux en dehors du domaine fermé
03/02/2016;Pont Cardinet;non;Délivrance d’un bulletin de franchissement sans vérification
21/01/2016;Miramas;non;Incident de marchandise dangereuse
07/02/2016;Lyon Saint Clair;oui;Désordre d’ouvrage en terre
19/04/2016;Survilliers Fosses;non;Déraillement sans engagement de la voie principale
15/04/2016;La Valdahon;oui;Franchissement de signal
07/04/2016;Moosch;non;Dégagement de fumée sur matériel roulant
24/04/2016;Massy Palaiseau;oui;Dégagement intempestif du domaine fermé
11/04/2016;Nogent le Perreux;oui;Collision contre obstacle
16/04/2016;Gardonne;oui;Délivrance d’un bulletin de franchissement sans vérification
12/04/2016;Gare d'Achères;non;Expédition sans ordre
18/04/2016;Dreux;oui;Porte ouverte en ligne
11/04/2016;Saincaize;non;Défaut géométrie voie
27/09/2015;Mantes la Jolie;oui;Autorisation de franchissement sans vérification
23/09/2015;Limoges Dépôt;oui;Sortie intempestive ou engagement d’un domaine fermé
28/09/2015;Valenciennes;oui;Franchissement de signal
25/09/2015;Senas;oui;Sortie intempestive ou engagement d’un domaine fermé
06/10/2015;Gare de Redon;non;Perte d’organe du matériel roulant
08/10/2015;Châlons-sur-Saône;non;Franchissement de signal
28/09/2015;Hourcade;oui;Défaillance voie
08/10/2015;Gare de Massy Palaiseau;oui;Défaillance voie
02/10/2015;Paris la Vilette;oui;Défaillance voie
23/09/2015;Morcenx;oui;Défaillance voie
25/10/2015;Aigueperse;oui;Incident grave de signalisation
27/10/2015;Brive;non;Défaillance voie
27/10/2015;Saint Victurien;oui;Défaillance voie
21/10/2015;Toulenne;oui;Collision contre obstacle à un passage à niveau
13/10/2015;Dijon Ville;non;Franchissement de signal
29/10/2015;Beillant;non;Défaillance voie
09/10/2015;Lille;oui;Porte ouverte en ligne
03/11/2015;Saint-Etienne Chateaucreux;non;Défaillance voie
21/10/2015;Entre Gretz-Armainvilliers et Coulommiers;oui;Défaillance voie
16/12/2015;Entre Villeneuve-les-maguelone et Montpellier Saint-Roch;oui;Mise en œuvre de travaux en dehors du domaine fermé
09/11/2015;Entre Sainte Paterne et Pont Pierre;oui;Mise en œuvre de travaux en dehors du domaine fermé
08/12/2015;Petit Therain;non;Composition non conforme
12/12/2015;Miramas;oui;Sortie intempestive ou engagement d’un domaine fermé
11/12/2015;Gare de Pont-Cardinet;non;Non mise en protection
07/12/2015;Lyon Perrache;non;Talonnage d’aiguille ou bivoie
10/12/2015;Gare de Saint-Brieuc;non;Franchissement de signal
26/11/2015;Corbeil Essones;oui;accident du travail
10/12/2015;Bobigny;oui;Défaillance voie
04/02/2016;Ferrieres Fontenay;oui;Expédition sans ordre
22/02/2016;Lille;oui;Porte ouverte en ligne
08/02/2016;Cravant-Bazarnes;non;Acte de malveillance
08/02/2016;Entre Saint-Martin Sail les Bains et Saint Germain des Fosses;oui;Incident grave de signalisation
16/02/2016;Aulnoye - Aymeries;oui;Electrisation
08/02/2016;Lourches;non;Déraillement sans engagement de la voie principale
04/02/2016;Pontoise;non;Franchissement de signal
06/02/2016;Gare de Nantes Blottereau - poste 4;non;Franchissement de signal
01/02/2016;Entre Masseret et Uzerche;non;Collision contre obstacle
06/01/2016;Entre Pont Saint Vincent et Blainville;oui;Mise en œuvre de travaux en dehors du domaine fermé
15/01/2016;Gare de Achères Triage – Poste A;non;Déraillement sans engagement de la voie principale
03/01/2015;Entre La Souterraine et Forgevieille;non;Collision contre obstacle
29/12/2015;Limoges;non;Collision contre obstacle
07/01/2016;Rennes Depot;non;Dérive
15/12/2015;Sibelin;oui;Incident de marchandise dangereuse
16/01/2016;Entre Laroche-Migènes et Saint-Florentin-Vergigny;oui;Porte ouverte en ligne
22/12/2015;Lesquin;non;Défaillance voie
26/12/2015;Aix en Provence;non;Engagement de gabarit suite à désemparement de pièce
23/02/2016;Villeneuve-Prairie;non;Evènement de sécurité sans boucle de rattrapage
04/03/2016;Nantes Blottereau;non;Franchissement de signal
08/03/2016;Montrejeau;non;Erreur de procédure
02/03/2016;Villeneuve-Triage;non;Talonnage d’aiguille ou bivoie
18/03/2016;Verdun;non;Collision entre trains ou éléments de trains
02/03/2016;Montanay;non;Dépassement de vitesse supérieur à 40km/h
04/03/2016;Les Aubrais;non;Porte ouverte en ligne
09/03/2016;Quesnoy sur Deule;non;Raté de fermeture à un passage à niveau
09/05/2016;Dijon;oui;Non mise en protection
10/05/2016;Moulin Neuf;non;Déraillement
09/05/2016;Bailleau le Pïn;oui;Dépassement de vitesse supérieur à 40km/h
29/04/2016;Entre lisieux et Mezidon Canon;non;Non conformité du matériel roulant
20/04/2016;Bordeaux;non;Accident du travail
05/05/2016;Emerainville;oui;Dégagement de fumée sur matériel roulant
25/04/2016;Culmont - Chalindrey;non;Déraillement
04/05/2016;Entre Agen et Port Sainte Marie;oui;Dépassement de vitesse supérieur à 40km/h
02/04/2016;Saint Germain Saint Rémy;oui;Incident grave de signalisation
06/04/2016;Entre Saint-Cesaire et Generac;oui;Raté de fermeture à un passage à niveau
01/04/2016;Tergnier;oui;Dégagement intempestif du domaine fermé
22/03/2016;Le Landy;non;Engagement intempestif d’une circulation sur une voie protégée
24/03/2016;Woippy;oui;Incident grave de signalisation
22/03/2016;Le Mee;non;Porte ouverte en ligne
16/02/2016;Moulins;non;Franchissement de signal
01/04/2016;Bellevue;non;Dérive
15/03/2016;Saint-André-le-Gaz;non;Départ sans autorisation
30/03/2016;Marseille;non;Collision contre obstacle
11/04/2016;Montauban;non;Engagement intempestif d’une circulation sur une voie protégée
30/03/2016;Noisy-le-Sec;non;Franchissement de signal
14/05/2016;Saint Denis pres Martel;non;Erreur de procédure
21/05/2016;Entre Saint-Sebastien-Frene-rond PL et Saint-Sebastien-Pas-Enchantes PL;non;Collision contre obstacle à un passage à niveau
21/05/2016;Montluel;oui;Boîte chaude
27/05/2016;Entre le Havre et Rouen R.D.;non;Perte d’organe du matériel roulant
27/02/2018;CADAUJAC;oui;Erreur de procédure
31/12/2017;L'ESTAQUE;oui;Incident caténaire
05/01/2018;PYRIMONT;oui;Intempéries
14/12/2017;MOISSAC;oui;Porte ouverte en ligne
05/01/2018;SEVERAC LE CHÂTEAU;oui;Collision contre obstacle
29/01/2018;STRASBOURG GARE BASSE;non;Collision par prise en écharpe
29/11/2017;TETING;oui;Non conformité du matériel roulant
28/02/2018;PARIS ST LAZARE;oui;Porte ouverte en ligne
17/08/2017;MITRY CLAYE;non;Réception intempestive sur voie occupée
19/09/2017;MORTCERF;oui;Franchissement de signal
12/09/2017;ENTRE NANTES ET SAVENEY;oui;Erreur de procédure
14/09/2017;MAISON ALFORT;oui;Porte ouverte en ligne
14/09/2017;ENTRE SABLE ET LE MANS;oui;Défaut ayant conduit à un risque grave
14/08/2017;CHAMBERY;non;Accident de personne
26/10/2017;PARIS MONTPARNASSE;oui;Dégagement intempestif du domaine fermé
01/08/2017;TECHICENTRE TGV DE LYON;non;Electrisation
20/09/2017;BUEIL;oui;Erreur de procédure
02/10/2017;HENDAYE;oui;Défaut géométrie voie
31/05/2017;VILLENEUVE LES MAGUELONE;oui;Incident grave
26/05/2017;LEZOUX;oui;Réception intempestive sur voie occupée
30/05/2017;ST AIGNAN NOYER;non;Dégagement intempestif du domaine fermé
08/06/2017;SAINCAIZE;non;Déraillement sans engagement de la voie principale
28/05/2017;TECHNICENTRE AQUITAINE;non;Accident du travail
23/05/2017;VIRE;oui;Incident grave de signalisation
14/06/2017;VALENTON;non;Erreur de procédure
01/06/2017;CHAMBERY;non;Franchissement de signal
20/06/2017;VILLENEUVE SAINT GEORGES;oui;Dérangement des installations de sécurité
14/06/2017;NICE;non;Collision avec enfoncement de heurtoir
08/11/2017;AULNAY SOUS BOIS;oui;Franchissement de signal
28/11/2017;CONDAT LE LANDIN;oui;Engagement intempestif d’une circulation sur une voie protégée
28/10/2017;COLOMIERS;oui;Franchissement de signal
14/11/2017;LANNEMEZAN;oui;Collision
30/10/2017;ARRAS;oui;Insuffisance de freinage
09/11/2017;LAROCHE MIGENNE;oui;Dégagement de fumée sur matériel roulant
08/12/2017;LE CREUSOT;oui;Désordre d’ouvrage en terre
08/11/2017;TECHNICENTRE de VENISSIEUX;non;Collision par prise en écharpe
21/11/2017;PARIS SAINT LAZARE;oui;Dérive
01/12/2017;ARMENTIERES;oui;Défaut géométrie voie
25/07/2017;Vauvert;oui;Réception intempestive sur voie occupée
20/06/2017;AVALLON;oui;Dépassement de vitesse supérieur à 40km/h
01/08/2017;VILLENEUVE ST GEORGES;oui;Incendie dans un train
15/07/2017;Collioure Elne;non;Désordre d'ouvrage en terre
27/06/2017;CREIL;non;Réception intempestive sur voie occupée
05/07/2017;TOULON;oui;Erreur de procédure
28/06/2017;Entre ARCHES et DOCELLES;non;Erreur de procédure
06/07/2017;BOURG EN BRESSE;oui;Incendie dans un train
27/06/2017;SAINT DENIS;non;Quasi accident de travail
21/06/2017;PUY IMBERT;non;Collision entre trains ou éléments de trains
31/05/2016;Laroche Migennes;oui;Franchissement de signal
03/06/2016;Gare de Versailles-Chantiers;non;Franchissement de signal
30/05/2016;Ambérieu;oui;Franchissement de signal
21/05/2016;Muret;non;Erreur de procédure
27/05/2016;Gare de Massy Palaiseau;oui;Franchissement de signal
29/04/2016;Cercottes;non;Dépassement de vitesse supérieur à 40km/h
18/05/2016;Sathonay;non;Acte de malveillance
01/06/2016;Leffrinckoucke;non;Raté de fermeture à un passage à niveau
23/05/2016;Vierzon;non;Départ sans autorisation
18/05/2016;Biarritz;oui;Départ sans autorisation
16/02/2015;Ambérieu;non;Engagement intempestif d’une circulation sur une voie protégée
21/02/2015;Anthéor-Cap Roux;oui;Désordre d’ouvrage en terre
19/02/2015;Iles sur le Doubs;non;Collision contre obstacle à un passage à niveau
21/02/2015;Strasbourg Cronenbourg;non;Réception intempestive sur voie occupée
12/02/2015;Dijon;non;Franchissement de signal
13/02/2015;Compiègne;oui;Raté de fermeture à un passage à niveau
17/02/2015;Clermont de l’Oise;oui;Défaillance voie
12/02/2015;Paris Montparnasse;non;Sortie intempestive ou engagement d’un domaine fermé
11/02/2015;Belfort;non;Talonnage d’aiguille ou bivoie
19/02/2015;Villeneuve Prairie;non;Déraillement
31/08/2015;Serqueux;non;Erreur de procédure
01/09/2015;Reims;non;Perte d’organe du matériel roulant
25/08/2015;saint Aignan Noyers;oui;Raté de fermeture à un passage à niveau
21/08/2015;Verberie;non;Déraillement sans engagement de la voie principale
25/08/2015;Sollies-Pont;oui;Porte ouverte en ligne
26/08/2015;Changis Saint-Jean;oui;Incendie dans un train
03/09/2015;Tournon;non;Incident caténaire
09/09/2015;Entre Saint Valery en Caux et Motteville;oui;Défaillance voie
20/08/2015;Entre Savenay et Donges;oui;Défaillance voie
26/04/2016;Portet saint Simon;oui;Défaillance voie
04/05/2016;Melun;non;Erreur de procédure
03/05/2016;Morteau;non;Collision contre obstacle
12/05/2016;Montrouge;non;Talonnage d’aiguille ou bivoie
29/04/2016;Entre Saint-Laurent Gainneville et Harfleur;oui;Expédition sans ordre
27/04/2016;Vaires sur Marnes;oui;Pénétration intempestive sur domaine fermé
21/04/2016;Latour de Carol;non;Talonnage d’aiguille ou bivoie
29/04/2016;Sartrouville;oui;Dégagement intempestif du domaine fermé
18/04/2016;Bordeaux;non;Erreur de procédure
04/05/2016;Limoges;non;Engagement de gabarit suite à désemparement de pièce
23/06/2016;Commentry;oui;Mise en œuvre de travaux en dehors du domaine fermé
17/06/2016;Chatenay sur Seine;oui;Déraillement
15/06/2016;Nîmes;non;Franchissement de signal
21/06/2016;Parc des Expositions;non;Talonnage d’aiguille ou bivoie
30/06/2016;Paris Saint Lazare;oui;Dérive
06/06/2016;Jussy;oui;Franchissement de signal
25/05/2016;Gare de Serquigny;non;Obstacle sur voie
11/05/2017;MULHOUSE;non;Erreur de procédure
28/04/2017;TECHNICENTRE PARIS SUD EST;oui;Mouvement en sens inverse du sens normal
09/05/2017;CONFLANS;non;Engagement intempestif d’une circulation sur une voie protégée
10/05/2017;VENDENHEIM;non;Sortie intempestive ou engagement d’un domaine fermé
17/05/2017;AULNAY SOUS BOIS;oui;Franchissement de signal
03/05/2017;SIBELIN;non;Franchissement de signal
13/12/2015;Gare de Pont-Cardinet;non;Franchissement de signal
31/12/2015;Vougeot;non;Collision contre obstacle
19/01/2016;Entre Lapalud et Piolenc;non;Restitution DFV sans dégagement
21/01/2016;Mommenheim;oui;Porte ouverte en ligne
22/01/2016;Courtalain Saint Pellerin;oui;Déraillement
20/01/2016;Forbach;non;Déraillement sans engagement de la voie principale
11/01/2016;Perrigny;non;Talonnage d’aiguille ou bivoie
15/01/2016;Agen;non;Collision avec enfoncement de heurtoir
18/01/2016;Corbie;oui;Porte ouverte en ligne
04/01/2016;Bègles;non;Engagement de gabarit suite à désemparement de pièce
23/12/2015;Entre Velluire et La Rochelle;oui;Dépassement de vitesse supérieur à 40km/h
15/01/2016;Orléans;non;Franchissement de signal
03/11/2015;Entre Firminy et Aurec;oui;Incident grave de signalisation
04/11/2015;Paris-Batignolles;non;Dérive
11/11/2015;Angoulême;non;Défaillance voie
11/11/2015;Luxembourg (Luxembourg);oui;Franchissement de signal
03/11/2015;Haubourdin;oui;Raté de fermeture à un passage à niveau
19/11/2015;Arles;oui;Franchissement de signal
04/11/2015;Imphy;oui;Dépassement de vitesse supérieur à 40km/h
14/11/2015;Eckwersheim;oui;Déraillement
19/11/2015;Pihen;non;Collision contre obstacle
16/11/2015;Orléans;non;Perte d’organe du matériel roulant
02/02/2016;Laroche Migennes;non;Talonnage d’aiguille ou bivoie
26/01/2016;Tunnel de Saint Laurent;non;Déraillement
21/01/2016;URT;non;Défaut géométrie voie
03/02/2016;Survilliers;non;Talonnage d’aiguille ou bivoie
12/02/2016;Pons;non;Incendie en gare
05/02/2016;Amberieu;non;Circulation de véhicule non autorisée
14/02/2016;Yvetot;oui;Dérive
03/02/2016;Le Bourget;non;Réception intempestive sur voie occupée
10/02/2016;Saint Pierre des Corps;non;Défaillance voie
03/01/2016;Entre La Rochelle et Marans;oui;Dépassement de vitesse supérieur à 40km/h
11/06/2016;Saint Pierre des Corps;oui;Expédition sans ordre
24/05/2016;Moret;oui;Porte ouverte en ligne
24/05/2016;Beziers capisol;oui;Déraillement
25/05/2016;Chalindrey;oui;Collision entre trains ou éléments de trains
06/06/2016;Coutras;non;Non mise en protection
12/05/2016;Souillac;non;Départ sans autorisation
04/03/2015;Noveant;oui;Autorisation de franchissement sans vérification
11/03/2015;Sibelin;non;Matières dangereuses
22/02/2015;Saint Etienne;non;Marchandises dangereuses
23/02/2015;Sotteville;non;Déraillement sans engagement de la voie principale
10/03/2015;Dannes;oui;Défaillance voie
15/03/2015;Dépôt de Chalindrey;non;Dérive
16/03/2015;GRAY;non;Talonnage d’aiguille ou bivoie
27/02/2015;Nevers;non;Déraillement sans engagement de la voie principale
21/02/2015;Bordeaux;non;Franchissement de signal
16/03/2015;Nantes Blottereau;non;Déraillement
06/02/2015;Entre Rai-Aube PL et  l’Aigle PL;oui;DVL
06/02/2015;Entre Rai-Aube PL et l'Aigle PL;oui;DVL
05/02/2015;Lille Délivrance;non;Déraillement sans engagement de la voie principale
20/02/2015;Quincieux;non;Boîte chaude
06/02/2015;Lestrem;non;Franchissement de signal
11/02/2015;La Plaine Stade de France;oui;Départ sans autorisation
11/02/2015;StPéray;oui;Raté de fermeture à un passage à niveau
09/02/2015;Entre Villennes sur Seine et Poissy;non;Boîte chaude
06/02/2015;Woippy;non;Réception intempestive sur voie occupée
20/02/2015;St-Saulve Valenciennes;non;Talonnage d’aiguille ou bivoie
07/10/2015;Entre Beillant et Pons;oui;Raté de fermeture à un passage à niveau
25/09/2015;Mortkerque;oui;porte ouverte en ligne
07/10/2015;Gare de Thouars;non;Talonnage d’aiguille ou bivoie
29/09/2015;Montereau;non;Déraillement sans engagement de la voie principale
16/09/2015;Narbonne;oui;Matières dangereuses
07/10/2015;Paris Saint-Lazare;non;Dérive
14/09/2015;Marmande;non;Engagement de gabarit suite à désemparement de pièce
04/10/2015;Cannes;oui;Désordre d’ouvrage en terre
30/05/2016;Limoges;oui;Dépassement de vitesse supérieur à 40km/h
09/05/2016;Roissy Charles de Gaulle;oui;Dépassement de vitesse supérieur à 40km/h
09/05/2016;Entre Paris Nord et Stade de France;non;Talonnage d’aiguille ou bivoie
17/05/2016;Ambérieu;non;Réception intempestive sur voie occupée
11/05/2016;Roubaix;non;Dégagement de fumée sur matériel roulant
11/05/2016;Montauban;non;Composition non conforme
30/05/2016;Gare Nantes Etat;non;Talonnage d’aiguille ou bivoie
03/06/2016;Entre Montfort l'Amaury mère et Garancières la Queue;non;Raté de fermeture à un passage à niveau
02/05/2016;Montrabe;non;Engagement de gabarit suite à désemparement de pièce
26/04/2016;Versailles Chantier;oui;Défaut géométrie voie
27/04/2016;Mulhouse;non;Dérive
13/04/2016;Morcenx;non;Accident de marchandise dangereuse
26/04/2016;Entre Tacoigneres Richebourg et Houdan;oui;Collision entre trains ou éléments de trains
12/04/2016;Longuevilles Rochejean;oui;Sortie intempestive ou engagement d’un domaine fermé
03/04/2016;Château Thierry;non;Dépassement de vitesse supérieur à 40km/h
20/04/2016;Jussy;non;Collision contre obstacle à un passage à niveau
21/04/2016;Trappes;non;Dérive
23/04/2016;Woippy;non;Collision
20/04/2016;Entre Cherbourg et Lison;non;Erreur de procédure
22/04/2016;Grenoble;oui;Franchissement de signal
17/03/2016;Saint Pierre des Corps;oui;Franchissement de signal
17/03/2016;Montbard;non;Déraillement
07/04/2016;Argenteuil;oui;Dégagement intempestif du domaine fermé
06/04/2016;Vic le Comte;oui;Franchissement de signal
23/03/2016;Bonneville;oui;Réception intempestive sur voie occupée
29/03/2016;Entre Chef du Pont Sainte-Mère et Carentan;non;Franchissement de signal
18/03/2016;Bully-Grenay;non;Porte non vérroullée
20/03/2016;Lutzelbourg;non;Perte d’organe du matériel roulant
30/03/2016;Mâcon;non;Incident grave de signalisation
16/03/2016;Entre la Ferté Milon et Oulchy;oui;Défaut géométrie voie
24/02/2016;Saint Maixent;oui;Mauvaise matérialisation du point de dégagement
07/03/2016;Hausbergen;oui;Talonnage d’aiguille ou bivoie
01/03/2016;Lyon Part-Dieu;non;Incident caténaire
10/03/2016;Trappes;non;Déraillement sans engagement de la voie principale
19/11/2014;Sibelin;non;Collision entre trains ou éléments de trains
24/11/2014;Toulouse Raynal;non;Départ sans autorisation
21/11/2014;St Jory;oui;Défaillance voie
03/12/2014;Dijon Ville;oui;Déraillement
04/12/2014;Gallargues;non;Collision contre obstacle
04/12/2014;Entre Maromme et Malaunay;non;Porte ouverte en ligne
28/11/2014;Quimper;non;Déshuntage
03/12/2014;St Etienne Carnot;non;Franchissement de signal
28/11/2014;Aramons;non;Perte d’organe du matériel roulant
02/12/2014;Entre La Forest et Kerhuon;oui;Collision contre obstacle à un passage à niveau
02/12/2014;Loos en Gohelle;non;Accident de personne
03/12/2014;Bordeaux St Jean;non;Déraillement sans engagement de la voie principale
02/12/2014;Modane;non;Incident caténaire
10/11/2014;La Valbonne;non;Raté de fermeture à un passage à niveau
13/11/2014;Paris Gare de Lyon;non;Collision avec enfoncement de heurtoir
08/11/2014;Entre Bourmont et Neufchâteau;oui;Acte de malveillance
10/11/2014;Woippy;non;Déraillement sans engagement de la voie principale
06/11/2014;Gevrey Chambertin;non;Déraillement sans engagement de la voie principale
06/11/2014;Caen dépôt;non;Déraillement sans engagement de la voie principale
07/11/2014;St Fergueux;non;Déraillement sans engagement de la voie principale
04/11/2014;Volvic;non;Perte d’organe du matériel roulant
05/11/2014;Le Havre;non;Talonnage d’aiguille ou bivoie
06/11/2014;Gargan;non;Franchissement de signal
28/01/2015;Jarville la Malgrange;non;Point limite d’un pantographe dépassé par une circulation électrique
25/01/2015;Chalais;non;Perte d’organe du matériel roulant
25/11/2015;Auterive;non;Talonnage d’aiguille ou bivoie
01/12/2015;La Roche Migennes;oui;Déraillement
06/12/2015;Romilly;non;Erreur d’itinéraire
16/12/2015;Reignac;oui;Déraillement
04/12/2015;Metz;oui;Incident caténaire
28/11/2015;Entre Choisy le Roi et les Ardoines;oui;Franchissement de signal
08/12/2015;Gare de Paris-Batignolles;non;Départ sans autorisation
26/11/2015;Paris Gare du Nord;oui;Dérive
07/12/2015;Fos-Graveleau;non;Déraillement sans engagement de la voie principale
07/11/2015;Mont de Marsan;oui;Dépassement de vitesse supérieur à 40km/h
09/01/2016;LGV Atlantique PRS 45;oui;Sortie intempestive ou engagement d’un domaine fermé
11/01/2016;Conflans-Jarny;non;Manoeuvre vers non électrifiée
26/01/2016;Les Mureaux;non;Erreur de procédure
12/02/2016;Mende;oui;Déraillement
13/02/2016;Bantzenheim;non;Incident de marchandise dangereuse
